"playerid","age_first_game","age_last_game","career_length"
"lamarry01","26 years 9 mons 1 day","32 years 8 mons 8 days","5 years 11 mons 7 days"
"reillto01","23 years 11 mons 24 days","29 years 11 mons","5 years 11 mons 7 days"
"tolmati01","25 years 4 mons 19 days","31 years 3 mons 26 days","5 years 11 mons 7 days"
"gardeda01","24 years 2 mons 17 days","30 years 1 mon 23 days","5 years 11 mons 6 days"
"wolffro01","30 years 5 mons 10 days","36 years 4 mons 15 days","5 years 11 mons 5 days"
"devinjo01","21 years 11 mons 1 day","27 years 10 mons 5 days","5 years 11 mons 4 days"
"brisslo01","23 years 3 mons 23 days","29 years 2 mons 26 days","5 years 11 mons 3 days"
"gaffkfa01","23 years 1 mon 4 days","29 years 7 days","5 years 11 mons 3 days"
"gobblji01","22 years 15 days","27 years 11 mons 17 days","5 years 11 mons 2 days"
"sucreje01","25 years 24 days","30 years 11 mons 26 days","5 years 11 mons 2 days"
"dermoma01","26 years 1 mon 30 days","32 years 1 mon","5 years 11 mons 1 day"
"jennide01","23 years 10 mons 2 days","29 years 9 mons 3 days","5 years 11 mons 1 day"
"lowese01","26 years 5 mons","32 years 4 mons 1 day","5 years 11 mons 1 day"
"veachpe01","22 years 2 mons 9 days","28 years 1 mon 10 days","5 years 11 mons 1 day"
"zahnipa01","26 years 8 mons 12 days","32 years 7 mons 13 days","5 years 11 mons 1 day"
"coulsbo01","21 years 1 mon 17 days","27 years 16 days","5 years 10 mons 30 days"
"hubbami01","24 years 4 mons 25 days","30 years 3 mons 25 days","5 years 11 mons"
"jacksro01","20 years 7 mons 24 days","26 years 6 mons 24 days","5 years 11 mons"
"lewisji01","23 years 11 mons","29 years 10 mons","5 years 11 mons"
"ashlebi01","22 years 1 mon 21 days","28 years 19 days","5 years 10 mons 29 days"
"dejesjo01","23 years 8 mons 3 days","29 years 7 mons 2 days","5 years 10 mons 29 days"
"flemibi01","27 years 21 days","32 years 11 mons 19 days","5 years 10 mons 29 days"
"hernami01","25 years 25 days","30 years 11 mons 24 days","5 years 10 mons 29 days"
"rominke01","24 years 3 mons 13 days","30 years 2 mons 12 days","5 years 10 mons 29 days"
"zwilldu01","21 years 9 mons 12 days","27 years 8 mons 10 days","5 years 10 mons 29 days"
"cochrda01","23 years 7 mons 2 days","29 years 5 mons 30 days","5 years 10 mons 28 days"
"godleza01","25 years 3 mons 2 days","31 years 1 mon 29 days","5 years 10 mons 28 days"
"seerepa01","20 years 2 mons 23 days","26 years 1 mon 21 days","5 years 10 mons 28 days"
"visnejo01","25 years 9 mons 7 days","31 years 8 mons 4 days","5 years 10 mons 28 days"
"cabrefe01","22 years 9 mons 4 days","28 years 8 mons","5 years 10 mons 27 days"
"daltoja01","24 years 11 mons 17 days","30 years 10 mons 14 days","5 years 10 mons 27 days"
"rabbjo01","22 years 2 mons 11 days","28 years 1 mon 8 days","5 years 10 mons 27 days"
"allenll01","19 years 3 mons 24 days","25 years 2 mons 19 days","5 years 10 mons 26 days"
"smithea01","25 years 7 mons 21 days","31 years 6 mons 17 days","5 years 10 mons 26 days"
"majewga01","24 years 6 mons","30 years 4 mons 23 days","5 years 10 mons 25 days"
"reynoke01","23 years 8 mons 1 day","29 years 6 mons 26 days","5 years 10 mons 25 days"
"valerju01","21 years 10 mons 19 days","27 years 9 mons 13 days","5 years 10 mons 25 days"
"winklda01","25 years 7 mons 19 days","31 years 6 mons 14 days","5 years 10 mons 25 days"
"yerkeca01","23 years 11 mons 18 days","29 years 10 mons 12 days","5 years 10 mons 25 days"
"gardnle01","27 years 4 mons 8 days","33 years 3 mons 1 day","5 years 10 mons 24 days"
"deharri01","27 years 3 mons 26 days","33 years 2 mons 18 days","5 years 10 mons 23 days"
"hicksjo02","25 years 11 mons 29 days","31 years 10 mons 21 days","5 years 10 mons 23 days"
"pickch01","26 years 5 mons 8 days","32 years 4 mons 1 day","5 years 10 mons 23 days"
"krohru01","20 years 1 mon 5 days","25 years 11 mons 28 days","5 years 10 mons 22 days"
"mankoph01","23 years 7 mons 21 days","29 years 6 mons 12 days","5 years 10 mons 22 days"
"rossbo01","21 years 7 mons 14 days","27 years 6 mons 6 days","5 years 10 mons 22 days"
"schwado01","25 years 2 mons 19 days","31 years 1 mon 10 days","5 years 10 mons 22 days"
"flynnbr01","23 years 4 mons 15 days","29 years 3 mons 6 days","5 years 10 mons 21 days"
"scherbi01","24 years 7 mons 18 days","30 years 6 mons 8 days","5 years 10 mons 21 days"
"paulmi01","23 years 1 mon 9 days","28 years 11 mons 28 days","5 years 10 mons 20 days"
"switzjo01","23 years 11 mons 20 days","29 years 10 mons 9 days","5 years 10 mons 20 days"
"bowensa01","25 years 5 mons 15 days","31 years 4 mons 3 days","5 years 10 mons 19 days"
"gonzami03","28 years 2 days","33 years 10 mons 21 days","5 years 10 mons 19 days"
"socolmi01","25 years 11 mons 21 days","31 years 10 mons 9 days","5 years 10 mons 19 days"
"wronari01","24 years 8 mons 24 days","30 years 7 mons 12 days","5 years 10 mons 19 days"
"bollimi01","22 years 1 mon 1 day","27 years 11 mons 19 days","5 years 10 mons 18 days"
"gonzaal03","24 years 4 mons 13 days","30 years 3 mons 1 day","5 years 10 mons 18 days"
"grimera01","27 years 13 days","32 years 11 mons 1 day","5 years 10 mons 18 days"
"stegmda01","24 years 7 mons 5 days","30 years 5 mons 23 days","5 years 10 mons 18 days"
"mahonji01","25 years 2 mons 2 days","31 years 19 days","5 years 10 mons 17 days"
"chalmge01","22 years 3 mons 14 days","28 years 2 mons","5 years 10 mons 16 days"
"henriol01","23 years 3 mons 15 days","29 years 2 mons 1 day","5 years 10 mons 16 days"
"adamsmi02","24 years 1 mon 17 days","30 years 1 day","5 years 10 mons 15 days"
"obriebi01","24 years 6 mons 13 days","30 years 4 mons 29 days","5 years 10 mons 15 days"
"willida03","21 years 10 mons 14 days","27 years 8 mons 29 days","5 years 10 mons 15 days"
"adducji01","24 years 1 mon 3 days","29 years 11 mons 17 days","5 years 10 mons 14 days"
"larsoda01","22 years 14 days","27 years 10 mons 28 days","5 years 10 mons 14 days"
"yorkji01","23 years 25 days","28 years 11 mons 9 days","5 years 10 mons 14 days"
"mckeewa01","24 years 7 mons 28 days","30 years 6 mons 10 days","5 years 10 mons 13 days"
"millijo02","24 years 6 mons 20 days","30 years 5 mons 1 day","5 years 10 mons 12 days"
"bulliji01","26 years 9 mons 6 days","32 years 7 mons 17 days","5 years 10 mons 11 days"
"karnsna01","25 years 6 mons 3 days","31 years 4 mons 13 days","5 years 10 mons 11 days"
"belivje01","25 years 6 mons 5 days","31 years 4 mons 15 days","5 years 10 mons 10 days"
"bouched01","23 years 6 mons 12 days","29 years 4 mons 22 days","5 years 10 mons 10 days"
"brousbe01","25 years 8 mons 28 days","31 years 7 mons 8 days","5 years 10 mons 10 days"
"lamotbo01","22 years 6 mons 14 days","28 years 4 mons 24 days","5 years 10 mons 10 days"
"mckenmi01","25 years 6 mons 4 days","31 years 4 mons 14 days","5 years 10 mons 10 days"
"mohrdu01","25 years 2 mons 10 days","31 years 19 days","5 years 10 mons 10 days"
"stalltr01","23 years 14 days","28 years 10 mons 24 days","5 years 10 mons 10 days"
"yeagege01","23 years 3 mons 21 days","29 years 2 mons 1 day","5 years 10 mons 10 days"
"milleji02","26 years 4 mons 3 days","32 years 2 mons 12 days","5 years 10 mons 9 days"
"clarkho02","28 years 5 mons 3 days","34 years 3 mons 11 days","5 years 10 mons 8 days"
"littlma01","26 years 2 mons 1 day","32 years 9 days","5 years 10 mons 8 days"
"mcandji01","24 years 6 mons 10 days","30 years 4 mons 18 days","5 years 10 mons 8 days"
"prietar01","25 years 8 mons 11 days","31 years 6 mons 19 days","5 years 10 mons 8 days"
"lawrebr01","29 years 4 mons 25 days","35 years 3 mons 2 days","5 years 10 mons 7 days"
"lyonsha01","21 years 5 mons 4 days","27 years 3 mons 10 days","5 years 10 mons 6 days"
"penabe01","22 years 2 mons 3 days","28 years 8 days","5 years 10 mons 5 days"
"vaughpo01","21 years 1 mon 5 days","26 years 11 mons 10 days","5 years 10 mons 5 days"
"lewisri01","26 years 6 mons 6 days","32 years 4 mons 10 days","5 years 10 mons 4 days"
"chagnle01","27 years 7 days","32 years 10 mons 10 days","5 years 10 mons 3 days"
"crimija01","25 years 4 mons 14 days","31 years 2 mons 17 days","5 years 10 mons 3 days"
"owensre01","24 years 8 mons 27 days","30 years 6 mons 30 days","5 years 10 mons 3 days"
"kokosdi01","20 years 4 mons 9 days","26 years 2 mons 11 days","5 years 10 mons 2 days"
"minayju01","25 years 11 mons 13 days","31 years 9 mons 15 days","5 years 10 mons 2 days"
"clarkal01","24 years 1 mon 19 days","29 years 11 mons 19 days","5 years 10 mons"
"crosbed01","21 years 1 mon 17 days","26 years 11 mons 17 days","5 years 10 mons"
"cumbejo01","21 years 4 mons 17 days","27 years 2 mons 17 days","5 years 10 mons"
"milletr01","23 years 9 mons 23 days","29 years 7 mons 23 days","5 years 10 mons"
"nichoch01","29 years 28 days","34 years 10 mons 27 days","5 years 9 mons 30 days"
"stoneri01","26 years 6 mons 21 days","32 years 4 mons 21 days","5 years 10 mons"
"durazer01","25 years 6 mons 3 days","31 years 4 mons 1 day","5 years 9 mons 29 days"
"phillja04","24 years 11 mons 22 days","30 years 9 mons 21 days","5 years 9 mons 29 days"
"pierswi01","19 years 20 days","24 years 10 mons 18 days","5 years 9 mons 29 days"
"congeha01","22 years 7 mons 13 days","28 years 5 mons 10 days","5 years 9 mons 27 days"
"jamesch03","23 years 10 mons 19 days","29 years 8 mons 16 days","5 years 9 mons 27 days"
"weikdi01","20 years 9 mons 21 days","26 years 7 mons 18 days","5 years 9 mons 27 days"
"armstja01","23 years 3 mons 14 days","29 years 1 mon 10 days","5 years 9 mons 26 days"
"coleal01","24 years 11 mons 10 days","30 years 9 mons 5 days","5 years 9 mons 26 days"
"jimenjo01","25 years 2 mons 2 days","30 years 11 mons 29 days","5 years 9 mons 26 days"
"meyerda02","23 years 2 mons 11 days","29 years 7 days","5 years 9 mons 26 days"
"snellia01","22 years 9 mons 21 days","28 years 7 mons 15 days","5 years 9 mons 25 days"
"valdema01","23 years 8 mons 8 days","29 years 6 mons 2 days","5 years 9 mons 25 days"
"macdobo01","25 years 3 mons 17 days","31 years 1 mon 10 days","5 years 9 mons 24 days"
"westhi01","21 years 1 mon","26 years 10 mons 25 days","5 years 9 mons 24 days"
"lockeje01","23 years 9 mons 20 days","29 years 7 mons 13 days","5 years 9 mons 23 days"
"monzara01","21 years 5 mons 29 days","27 years 3 mons 21 days","5 years 9 mons 23 days"
"grineda01","24 years 5 mons 10 days","30 years 3 mons 1 day","5 years 9 mons 22 days"
"peterji01","22 years 10 mons 22 days","28 years 8 mons 12 days","5 years 9 mons 21 days"
"slatedo01","26 years 7 mons","32 years 4 mons 21 days","5 years 9 mons 21 days"
"standja01","22 years 8 mons 20 days","28 years 6 mons 10 days","5 years 9 mons 21 days"
"lehnepa01","26 years 2 mons 9 days","31 years 11 mons 29 days","5 years 9 mons 20 days"
"asproke01","25 years 11 mons 10 days","31 years 8 mons 29 days","5 years 9 mons 19 days"
"ballne01","26 years 4 mons 19 days","32 years 2 mons 8 days","5 years 9 mons 19 days"
"jackslo01","22 years 11 mons 28 days","28 years 9 mons 16 days","5 years 9 mons 19 days"
"mcjamdo01","21 years 28 days","26 years 10 mons 17 days","5 years 9 mons 19 days"
"urbanbi01","28 years 29 days","33 years 10 mons 18 days","5 years 9 mons 19 days"
"baderlo01","24 years 5 mons 3 days","30 years 2 mons 21 days","5 years 9 mons 18 days"
"sloanto01","22 years 8 mons 29 days","28 years 6 mons 17 days","5 years 9 mons 18 days"
"eichrik01","22 years 8 mons 1 day","28 years 5 mons 17 days","5 years 9 mons 16 days"
"patteke01","24 years","29 years 9 mons 16 days","5 years 9 mons 16 days"
"marshda01","24 years 7 mons 24 days","30 years 5 mons 8 days","5 years 9 mons 15 days"
"milleed02","23 years 9 mons 24 days","29 years 7 mons 9 days","5 years 9 mons 15 days"
"sierrmo01","23 years 10 mons 7 days","29 years 7 mons 21 days","5 years 9 mons 15 days"
"luebkco01","25 years 5 mons 30 days","31 years 3 mons 13 days","5 years 9 mons 14 days"
"roberdi01","22 years","27 years 9 mons 14 days","5 years 9 mons 14 days"
"bullibu01","24 years 6 mons 19 days","30 years 3 mons 30 days","5 years 9 mons 11 days"
"kalisry01","22 years 4 mons 3 days","28 years 1 mon 14 days","5 years 9 mons 11 days"
"lauerch01","19 years 3 mons 12 days","25 years 23 days","5 years 9 mons 11 days"
"bakerdo01","23 years 2 mons 29 days","29 years 9 days","5 years 9 mons 10 days"
"posselo01","20 years 4 mons 13 days","26 years 1 mon 22 days","5 years 9 mons 10 days"
"woodast01","22 years 2 mons 13 days","27 years 11 mons 23 days","5 years 9 mons 10 days"
"hanrajo01","25 years 9 mons 22 days","31 years 7 mons","5 years 9 mons 9 days"
"mcintti01","25 years 5 mons 13 days","31 years 2 mons 22 days","5 years 9 mons 9 days"
"cloydty01","25 years 3 mons 13 days","31 years 21 days","5 years 9 mons 8 days"
"duncash01","27 years 9 mons 21 days","33 years 6 mons 28 days","5 years 9 mons 7 days"
"gsellro01","23 years 1 mon 5 days","28 years 10 mons 12 days","5 years 9 mons 7 days"
"maiermi01","24 years 2 mons 23 days","30 years","5 years 9 mons 7 days"
"motleda01","21 years 6 mons 20 days","27 years 3 mons 27 days","5 years 9 mons 7 days"
"williac01","23 years 3 mons 28 days","29 years 1 mon 4 days","5 years 9 mons 7 days"
"floydbo01","24 years 10 mons 29 days","30 years 8 mons 4 days","5 years 9 mons 6 days"
"thompto02","23 years 3 mons 15 days","29 years 21 days","5 years 9 mons 6 days"
"poolera01","21 years 7 mons 24 days","27 years 4 mons 28 days","5 years 9 mons 4 days"
"wilsoma01","24 years 3 mons 3 days","30 years 6 days","5 years 9 mons 3 days"
"aceveal01","25 years 8 mons 23 days","31 years 5 mons 25 days","5 years 9 mons 2 days"
"tejermi01","22 years 10 mons 21 days","28 years 7 mons 22 days","5 years 9 mons 1 day"
"adducji02","28 years 3 mons 17 days","34 years 17 days","5 years 9 mons"
"mondera02","20 years 11 mons 30 days","26 years 8 mons 30 days","5 years 9 mons"
"munozpe01","21 years 11 mons 12 days","27 years 8 mons 12 days","5 years 9 mons"
"rogeres01","24 years 29 days","29 years 9 mons 29 days","5 years 9 mons"
"thomato01","20 years 8 mons 24 days","26 years 5 mons 22 days","5 years 8 mons 28 days"
"freemhe01","24 years 2 mons 9 days","29 years 11 mons 6 days","5 years 8 mons 27 days"
"loftuto01","20 years 9 mons 2 days","26 years 5 mons 28 days","5 years 8 mons 27 days"
"baldwla01","25 years 5 mons 22 days","31 years 2 mons 18 days","5 years 8 mons 26 days"
"madurca01","22 years 3 days","27 years 8 mons 29 days","5 years 8 mons 26 days"
"longbi01","25 years 4 mons 21 days","31 years 1 mon 14 days","5 years 8 mons 24 days"
"mchalma01","23 years 10 mons 29 days","29 years 7 mons 22 days","5 years 8 mons 23 days"
"sefcike01","24 years 6 mons 26 days","30 years 3 mons 19 days","5 years 8 mons 23 days"
"tatumji01","24 years 11 mons 9 days","30 years 8 mons 2 days","5 years 8 mons 23 days"
"moliniz01","25 years 2 mons 12 days","30 years 11 mons 3 days","5 years 8 mons 22 days"
"maldoca03","27 years 8 mons 5 days","33 years 4 mons 26 days","5 years 8 mons 21 days"
"moseldu01","24 years 6 mons 22 days","30 years 3 mons 12 days","5 years 8 mons 21 days"
"bratsfr01","29 years 6 mons 8 days","35 years 2 mons 27 days","5 years 8 mons 19 days"
"cotahu01","22 years 7 mons 2 days","28 years 3 mons 21 days","5 years 8 mons 19 days"
"kirkmmi01","23 years 11 mons 3 days","29 years 7 mons 21 days","5 years 8 mons 19 days"
"bosetri01","23 years 1 mon 4 days","28 years 9 mons 21 days","5 years 8 mons 17 days"
"gearyge01","27 years 1 day","32 years 8 mons 18 days","5 years 8 mons 17 days"
"sanfoja01","23 years 2 mons 1 day","28 years 10 mons 16 days","5 years 8 mons 16 days"
"germafr01","22 years 7 mons 18 days","28 years 4 mons","5 years 8 mons 13 days"
"mackife01","23 years 9 mons 17 days","29 years 6 mons","5 years 8 mons 13 days"
"crossje01","24 years 30 days","29 years 9 mons 11 days","5 years 8 mons 11 days"
"collihu01","22 years 4 mons 19 days","28 years 29 days","5 years 8 mons 10 days"
"willocl01","26 years 10 mons 4 days","32 years 6 mons 14 days","5 years 8 mons 10 days"
"taverwi01","22 years 8 mons 12 days","28 years 4 mons 21 days","5 years 8 mons 9 days"
"sewared01","18 years 3 mons 1 day","23 years 11 mons 9 days","5 years 8 mons 8 days"
"lombast02","22 years 11 mons 16 days","28 years 7 mons 22 days","5 years 8 mons 6 days"
"cookest01","22 years 6 mons 14 days","28 years 2 mons 19 days","5 years 8 mons 5 days"
"dealypa01","22 years 10 mons 18 days","28 years 6 mons 23 days","5 years 8 mons 5 days"
"ablesha01","21 years 10 mons 29 days","27 years 7 mons 1 day","5 years 8 mons 3 days"
"frencji01","24 years 30 days","29 years 9 mons 1 day","5 years 8 mons 2 days"
"bowmaro01","22 years 1 mon 4 days","27 years 9 mons 4 days","5 years 8 mons"
"bulgeja01","26 years 8 mons 20 days","32 years 4 mons 17 days","5 years 7 mons 28 days"
"podgajo01","20 years 3 mons 5 days","25 years 11 mons 3 days","5 years 7 mons 28 days"
"lanahdi01","23 years 11 mons 18 days","29 years 7 mons 15 days","5 years 7 mons 27 days"
"marrech01","23 years 1 mon 25 days","28 years 9 mons 21 days","5 years 7 mons 27 days"
"matusle01","26 years 11 mons 6 days","32 years 7 mons 3 days","5 years 7 mons 27 days"
"chancbo01","22 years 11 mons 24 days","28 years 7 mons 19 days","5 years 7 mons 25 days"
"masonmi01","23 years 9 mons 22 days","29 years 5 mons 17 days","5 years 7 mons 25 days"
"negraro01","22 years 6 mons 16 days","28 years 2 mons 11 days","5 years 7 mons 25 days"
"pageph01","23 years 26 days","28 years 8 mons 21 days","5 years 7 mons 25 days"
"pearcji01","24 years 2 mons 29 days","29 years 10 mons 24 days","5 years 7 mons 25 days"
"reckean01","27 years 11 mons 27 days","33 years 7 mons 21 days","5 years 7 mons 25 days"
"rileyma01","20 years 1 mon 7 days","25 years 9 mons 2 days","5 years 7 mons 25 days"
"kiefejo01","21 years 2 mons 13 days","26 years 10 mons 6 days","5 years 7 mons 24 days"
"kuntzru01","24 years 6 mons 25 days","30 years 2 mons 20 days","5 years 7 mons 23 days"
